Company Name,Country,Sector,Subsector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
"AEROCARE HOLDINGS, INC",US,Health Care Providers & Services,Health Care Distributors,A,7,6.7,5.9,6
AEROFLOT-ROSSIYSKIYE AVIALINII PAO,RU,Airlines,Airlines,B,2.85,8.3,3.8,0
"AEROJET ROCKETDYNE HOLDINGS, INC",US,Aerospace & Defense,Aerospace & Defense,A,7,3.1,5.8,5.4
AEROPORTI DI ROMA SPA,IT,Transportation Infrastructure,Highways & Railtracks,BBB,4.8,5.9,6,4
AEROPORTS DE LA COTE DAZUR SA,FR,Transportation Infrastructure,Highways & Railtracks,BBB,5.6,7.6,5.6,4.5
AEROPORTS DE PARIS SA,FR,Transportation Infrastructure,Airport Services,A,7,9.7,9.5,2.6
"AEROPUERTO INTERNACIONAL DE TOCUMEN, SA",PA,Transportation Infrastructure,,B,1.5,5.7,3.9,3.2
"AEROVIRONMENT, INC",US,Aerospace & Defense,Aerospace & Defense,A,6.5,4.3,5.3,4.5
AES Andes SA,CL,Utilities,Independent Power Producers & Energy Traders,BBB,5.1,4.6,7.1,5.2
AES Andres BV,ES,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES Argentina Generacion SA,AR,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES BRASIL ENERGIA SA,BR,Utilities,Renewable Electricity,AAA,10,9.5,8.6,4.5
"AES CHANGUINOLA, SRL",PA,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
"AES EASTERN ENERGY, LP",US,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES El Salvador Trust II,PA,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES Tiete Energia SA,BR,Utilities,Renewable Electricity,AAA,10,9.5,8.6,4.5
AES Tiete Eolica SA,BR,Utilities,Renewable Electricity,AAA,10,9.5,8.6,4.5
AES Tucano Holdings II SA,BR,Utilities,Renewable Electricity,AAA,10,9.5,8.6,4.5
AET TANKER HOLDINGS SDN BHD,MY,Marine Transport,Marine,BB,3.1,6.1,5.6,2
AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA SA,BR,Utilities,Electric Utilities,BB,3.7,5.8,1.3,3.2
AETNA INC,US,Health Care Providers & Services,Health Care Services,A,5.8,10,4,5.9
AEV INTERNATIONAL PTE LTD,SG,Industrial Conglomerates,Industrial Conglomerates,BBB,4.9,4.9,3.3,3.8
"AEW PARTNERS REAL ESTATE FUND IX, LP",US,Investment Banking & Brokerage,,AA,8.3,8.3,4.6,6.6
AFC CAPITAL TRUST I,US,Property & Casualty Insurance,Property & Casualty Insurance,BBB,5.5,2.8,4.1,6.3
"AFFILIATED MANAGERS GROUP, INC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.5,10,4.4,5.9
AFFINITY SUTTON CAPITAL MARKETS PLC,GB,Real Estate Management & Services,,A,5.8,4.9,5.6,6
AFFINITY WATER FINANCE (2004) PLC,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER FINANCE PLC,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER LIMITED,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER PROGRAMME FINANCE LIMITED,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFORDABLE HOUSING FINANCE PLC,GB,Diversified Financials,,BBB,5.4,7,3.5,5.9
AFK SISTEMA PAO,RU,Telecommunication Services,Wireless Telecommunication Services,B,2.85,8.6,5.2,1
AFLAC INCORPORATED,US,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.3,4.5,4.5
AFRICAN RAINBOW MINERALS LIMITED,ZA,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,BBB,5.2,2.9,5.3,4.1
AFRY AB,SE,Professional Services,Research & Consulting Services,AA,7.2,10,6.4,5.4
AG BARR PLC,GB,Beverages,Soft Drinks,A,7,3.4,5.1,8.2
AG INSURANCE SA,BE,Multi-Line Insurance & Brokerage,Multi-line Insurance,A,7,6,5.2,6.9
"AGC CAPITAL, INC",US,Building Products,Building Products,BBB,4.8,5.9,5.5,4.2
AGC Inc,JP,Building Products,Building Products,BBB,4.8,5.9,5.5,4.2
AGCO CORPORATION,US,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,A,6.9,4.1,5.5,6.2
AGCO International Holdings BV,NL,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,A,6.9,4.1,5.5,6.2
AGEAS SA,BE,Multi-Line Insurance & Brokerage,Multi-line Insurance,A,7,6,5.2,6.9
AGENCE FRANCAISE DE DEVELOPPEMENT EPIC,FR,Supranationals & Development Banks,,AAA,9,5.6,6.5,7.6
AGENUS INC,US,Biotechnology,Biotechnology,B,2.8,7.8,4.8,2.6
AGFA-GEVAERT NV,BE,Health Care Equipment & Supplies,Health Care Technology,A,6.6,4.1,7.3,5.8
AGFC CAPITAL TRUST I,US,Consumer Finance,Consumer Finance,BB,3.3,7,4.8,5.5
AGILE GROUP HOLDINGS LIMITED,CN,Real Estate Development & Diversified Activities,Real Estate Development,B,2.7,4.5,2.4,3.3
"AGILENT TECHNOLOGIES, INC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,AA,8.4,10,6.6,6.1
"AGILITI, INC",US,Health Care Providers & Services,Health Care Services,AA,8.4,6.3,7,5.2
AGILITY TRAINS EAST LIMITED,GB,Industrial Conglomerates,Industrial Conglomerates,A,7,6,3.2,6.6
"AGILYSYS, INC",US,Software & Services,Application Software,BB,4,4.1,2.7,6.4
AGL ENERGY LIMITED,AU,Utilities,Multi-Utilities,BBB,5.1,3.8,5.9,7.9
AGNC INVESTMENT CORP,US,Asset Management & Custody Banks,Mortgage REITs,BB,3.9,7,1.9,6
AGRANA Beteiligungs-Aktiengesellschaft,AT,Food Products,Packaged Foods & Meats,A,5.9,2.6,6.5,4.6
AGREE LIMITED PARTNERSHIP,US,Real Estate Management & Services,Retail REITs,BB,2.9,3.9,3.5,5.2
AGREE REALTY CORPORATION,US,Real Estate Management & Services,Retail REITs,BB,2.9,3.9,3.5,5.2
AGRICULTURAL BANK OF CHINA (UK) LIMITED,GB,Banks,Diversified Banks,BBB,5.7,5,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,SG,Banks,Diversified Banks,BBB,5.7,5,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,AU,Banks,Diversified Banks,BBB,5.7,5,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,CN,Banks,Diversified Banks,BBB,5.7,5,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED LONDON BRANCH,GB,Banks,Diversified Banks,BBB,5.7,5,4.9,4.1
AGRICULTURAL DEVELOPMENT BANK OF CHINA,CN,Supranationals & Development Banks,,CCC,1.3,1.7,6,2.3
AGRIUM INC,CA,Specialty Chemicals,Fertilizers & Agricultural Chemicals,AA,8.2,4.9,6.4,7.6
AGT Food and Ingredients Inc,CA,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0,3.5,2.9,5.3
AHB SUKUK COMPANY LTD,KY,Banks,Diversified Banks,AA,8.4,4.8,6.5,2.8
AHLI UNITED BANK BSC,BH,Banks,Diversified Banks,BB,3.7,2.8,3.6,3.7
AHMEDABAD - MALIYA TOLLWAY LIMITED,IN,Construction & Engineering,Construction & Engineering,B,2.3,5.5,4.3,1.7
AHMEDABAD INTERNATIONAL AIRPORT LIMITED,IN,Trading Companies & Distributors,Trading Companies & Distributors,CCC,0,4.1,3.3,0
"AHNLAB,INC",KR,Software & Services,Systems Software,BB,2.9,4.5,3,5.1
"AHOLD FINANCE USA, LLC",NL,Retail - Food & Staples,Food Retail,AA,8.4,5.9,5,6.2
"AHP HEALTH PARTNERS, INC",US,Real Estate Management & Services,Health Care REITs,AA,8.2,7.7,5.7,6.2
AHUJA HIVE PRIVATE LIMITED,IN,Industrial Conglomerates,Industrial Conglomerates,AA,8.1,4.1,5.4,5.8
AHV ACCESS HEALTH VANCOUVER LTD,CA,Investment Banking & Brokerage,Diversified Capital Markets,AA,8.3,8.7,4.7,6.3
AIA Group Limited,HK,Life & Health Insurance,Life & Health Insurance,AA,8.5,5.2,6.1,5.5
AIB GROUP PUBLIC LIMITED COMPANY,IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
AIB MORTGAGE BANK,IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
AICHI CORPORATION,JP,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BBB,5.1,3.3,5.8,4.5
AICHI STEEL CORPORATION,JP,Steel,Steel,BB,4.2,3.2,4.9,3.9
"AIDA ENGINEERING, LTD",JP,Industrial Machinery,Industrial Machinery,B,2.6,5.2,4.5,3.3
AIFUL CORPORATION,JP,Consumer Finance,Consumer Finance,BB,3,7,4.2,2.9
AIG GLOBAL FUNDING,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
"AIG LIFE HOLDINGS, INC",US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG MANAGEMENT FRANCE SA,FR,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG MATCHED FUNDING CORP,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG-FP MATCHED FUNDING CORP,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIMS APAC REIT,SG,Real Estate Management & Services,Industrial REITs,B,2.6,5.1,1.5,4.5
AIN HOLDINGS INC,JP,Retail - Food & Staples,Drug Retail,BBB,4.6,4.8,4.8,2.5
AIR ARABIA PJSC,AE,Airlines,Airlines,BBB,5.6,6.7,4.8,3.2
AIR CANADA,CA,Airlines,Airlines,BBB,5.6,5,3.5,5.5
AIR FRANCE - KLM SA,FR,Airlines,Airlines,BB,3.9,7,4,2.8
AIR LEASE CORPORATION,US,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.3,6.2,3.4,5
AIR LIQUIDE FINANCE SA,FR,Specialty Chemicals,Industrial Gases,A,6.5,5.3,9.3,5.5
"AIR LIQUIDE US, LLC",US,Specialty Chemicals,Industrial Gases,A,6.5,5.3,9.3,5.5
AIR NEW ZEALAND LIMITED,NZ,Airlines,Airlines,AA,7.5,3.2,5.7,5.1
"AIR PRODUCTS AND CHEMICALS, INC",US,Specialty Chemicals,Industrial Gases,BBB,5.5,3.7,10,6.3
"AIR TRANSPORT SERVICES GROUP, INC",US,Air Freight & Logistics,Air Freight & Logistics,B,2.7,5.8,3.8,5.6
AIR WATER INC,JP,Specialty Chemicals,Industrial Gases,BBB,5.5,5.3,8.3,3.5
"AIRBNB, INC",US,Hotels & Travel,"Hotels, Resorts & Cruise Lines",B,2.3,6.2,3.4,3.5
AIRCASTLE LIMITED,US,Trading Companies & Distributors,Trading Companies & Distributors,BB,4,2.5,1.4,7
AIRPORT CITY LTD,IL,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,3.7,1.6,3.7,4.9
AIRTAC INTERNATIONAL GROUP,CN,Industrial Machinery,Industrial Machinery,BB,3.1,3.2,5.3,4.5
AIRTEL AFRICA PLC,GB,Telecommunication Services,Wireless Telecommunication Services,A,6.1,8,5.7,4.8
AISIN CORPORATION,JP,Auto Components,Auto Parts & Equipment,B,2.3,5.8,5.4,1.9
AISINO COLTD,CN,Software & Services,Systems Software,BBB,4.3,4.7,2.8,4.2
AIXTRON SE,DE,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,A,7,3.4,5,7
AJ BELL PLC,GB,Investment Banking & Brokerage,Investment Banking & Brokerage,AA,7.4,7.7,3.4,7.1
AJANTA PHARMA LIMITED,IN,Pharmaceuticals,Pharmaceuticals,BB,3.6,2.3,3.9,4
"AJU IB INVESTMENT Co, Ltd",KR,Asset Management & Custody Banks,Asset Management & Custody Banks,B,1.7,6.7,2.5,4.5
AK ALROSA PAO,RU,Metals and Mining - Precious Metals,Precious Metals & Minerals,CCC,1.42,5.5,2.8,0.3
AK FINANSAL KIRALAMA ANONIM SIRKETI,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
AK Medical Holdings Ltd,CN,Health Care Equipment & Supplies,Health Care Equipment,A,6.6,9.1,7.5,3.3
AK YATIRIM MENKUL DEGERLER ANONIM SIRKETI,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
"AKAMAI TECHNOLOGIES, INC",US,Software & Services,Internet Services & Infrastructure,A,6.9,9,5.2,5.1
AKBANK TURK ANONIM SIRKETI,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
AKCB FALCON LIMITED,QA,Banks,Diversified Banks,BB,3.2,3.1,3.8,1.9
AKCB FINANCE LIMITED,QA,Banks,Diversified Banks,BB,3.2,3.1,3.8,1.9
"AKEBIA THERAPEUTICS, INC",US,Biotechnology,Biotechnology,B,2.1,5.1,3.1,4.8
AKER ASA,NO,Industrial Conglomerates,Industrial Conglomerates,AA,8.3,4.9,5.9,6.4
AKER BP ASA,NO,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,A,6.5,4.6,7.1,3.2
AKER HORIZONS ASA,NO,Utilities,Environmental & Facilities Services,BBB,4.6,4.6,2.9,6.2
AKER SOLUTIONS ASA,NO,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,8.4,8.3,9.6,5.7
AKKA TECHNOLOGIES SE,BE,Professional Services,Research & Consulting Services,BBB,5.4,8,5.7,5.9
AKTIESELSKABET SCHOUW & CO,DK,Food Products,Packaged Foods & Meats,A,6.5,5,4.7,5.2
AKWEL SA,FR,Auto Components,Auto Parts & Equipment,B,2,2,2.6,5.2
AKZO NOBEL INDIA LIMITED,IN,Specialty Chemicals,Specialty Chemicals,BB,3.3,4.6,2.6,3
ALAM SYNERGY PTE LTD,SG,Real Estate Development & Diversified Activities,Real Estate Development,B,1.9,4,0.4,3
ALAMO GROUP INC,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.9,2.7,5,7.5
ALAMOS GOLD INC,CA,Metals and Mining - Precious Metals,Gold,BBB,5.4,3.1,5.2,6.6
"ALARMCOM HOLDINGS, INC",US,Software & Services,Application Software,BB,4,4.6,2.6,6.7
"ALASKA AIR GROUP, INC",US,Airlines,Airlines,A,6.9,3.9,4.8,5.6
"ALASKA AIRLINES, INC",US,Airlines,Airlines,A,6.9,3.9,4.8,5.6
"ALAUNOS THERAPEUTICS, INC",US,Biotechnology,Biotechnology,BBB,5.2,7.1,4.1,5.6
ALBANY INTERNATIONAL CORP,US,Industrial Machinery,Industrial Machinery,BB,3.4,3.1,3.9,5.3
ALBARAKA TURK KATILIM BANKASI ANONIM SIRKETI,TR,Banks,Diversified Banks,BBB,4.3,1.4,4,4.4
ALBEMARLE CORPORATION,US,Specialty Chemicals,Specialty Chemicals,BBB,4.9,3.2,4.1,6.7
ALBEMARLE WODGINA PTY LTD,AU,Specialty Chemicals,Specialty Chemicals,BBB,4.9,3.2,4.1,6.7
"ALBERTSONS COMPANIES, INC",US,Retail - Food & Staples,Food Retail,B,2.7,1.9,2.9,6.2
"ALBERTSONS COMPANIES, LLC",US,Retail - Food & Staples,Food Retail,B,2.7,1.9,2.9,6.2
ALBIOMA CODORA ENERGIA SA,BR,Utilities,Renewable Electricity,A,7,7.3,2,6.4
ALBIOMA SA,FR,Utilities,Renewable Electricity,A,7,7.3,2,6.4
ALCOA CORPORATION,US,Metals and Mining - Non-Precious Metals,Aluminum,BBB,5.6,2.3,5.3,5.6
ALCON FINANCE CORPORATION,US,Health Care Equipment & Supplies,Health Care Supplies,A,6.6,7.4,6.3,5.4
ALD SA,FR,Trading Companies & Distributors,Trucking,A,6.6,4.9,6.7,5.3
ALDAR PROPERTIES PJSC,AE,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
ALDAR SUKUK (NO2) LTD,KY,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
ALDAR SUKUK LTD,KY,Real Estate Management & Services,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
"ALDEVRON, LLC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BBB,5,10,5.9,4.7
ALE PROPERTY GROUP,AU,Real Estate Management & Services,Specialized REITs,BB,2.9,3.5,0.3,7.9
ALEMBIC PHARMACEUTICALS LIMITED,IN,Pharmaceuticals,Pharmaceuticals,BBB,4.6,2.8,4.4,5.4
"ALERIS INTERNATIONAL, INC",US,Metals and Mining - Non-Precious Metals,Aluminum,BBB,4.6,4.1,3.1,3.6
"ALEX ALPHA, LLC",US,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.3,6.2,3.4,5
"ALEXANDER & BALDWIN, INC",US,Real Estate Management & Services,Diversified REITs,BBB,5,5.5,5.6,4.9
"ALEXANDER & BALDWIN, LLC",US,Real Estate Management & Services,Diversified Real Estate Activities,BBB,5,5.5,5.6,4.9
ALEXANDER FORBES GROUP HOLDINGS LIMITED,ZA,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.9,8,4.1,4.7
"ALEXANDERS, INC",US,Real Estate Management & Services,Retail REITs,CCC,0,6.6,0.8,2.1
"ALEXANDRIA REAL ESTATE EQUITIES, INC",US,Real Estate Management & Services,Office REITs,A,6.1,7.8,4.6,5.1
ALFA BOND ISSUANCE PUBLIC LIMITED COMPANY,IE,Diversified Financials,,B,2.1,0.7,3.2,5
"ALFA, SAB de CV",MX,Industrial Conglomerates,Industrial Conglomerates,BBB,5.6,4,6.7,3.2
ALGONQUIN POWER & UTILITIES CORP,CA,Utilities,Multi-Utilities,AA,7.5,7.2,6.2,7.2
ALIANSCE SONAE SHOPPING CENTERS SA,BR,Real Estate Management & Services,Real Estate Operating Companies,BB,2.9,4.7,4.8,4.1
ALIBABA GROUP HOLDING LIMITED,CN,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,BBB,5.6,1.7,6.9,2.9
ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED,HK,Retail - Food & Staples,Internet & Direct Marketing Retail,A,6.8,4.1,5.6,4.2
"ALIGN TECHNOLOGY, INC",US,Health Care Equipment & Supplies,Health Care Supplies,BBB,5.5,7.6,6,4.5
ALIMENTATION COUCHE-TARD INC,CA,Retail - Food & Staples,Food Retail,A,6.5,4.7,4.7,5.6
ALION SCIENCE AND TECHNOLOGY CORPORATION,US,Aerospace & Defense,Aerospace & Defense,AA,8.5,3,5.4,7.1
ALK-ABELLO AS,DK,Pharmaceuticals,Pharmaceuticals,A,6.7,4.4,5.3,5.1
"ALKAMI TECHNOLOGY, INC",US,Software & Services,Application Software,BBB,4.5,4.1,4.2,4.8
ALKERMES PUBLIC LIMITED COMPANY,IE,Biotechnology,Biotechnology,BBB,5.2,5.5,4.3,5.7
"ALKERMES, INC",US,Biotechnology,Biotechnology,BBB,5.2,5.5,4.3,5.7
"ALL METRO HEALTH CARE SERVICES, INC",US,Health Care Providers & Services,Health Care Services,A,5.8,2.4,5,6.1
ALLCHECKDEALS INDIA PRIVATE LIMITED,IN,Interactive Media & Services,Interactive Media & Services,AA,7.3,8.3,5.7,4.1
ALLEGHANY CORPORATION,US,Multi-Line Insurance & Brokerage,Reinsurance,BB,4.2,2.5,4.4,5.9
ALLEGHENY TECHNOLOGIES INCORPORATED,US,Steel,Steel,BBB,4.7,2.7,4.5,5
"ALLEGIANCE BANCSHARES, INC",US,Banks,Regional Banks,BB,2.9,0.5,3.7,4.7
ALLEGIANCE BANK,US,Banks,Regional Banks,BB,2.9,0.5,3.7,4.7
ALLEGIANT TRAVEL COMPANY,US,Airlines,Airlines,BB,4.2,0,4.2,5.6
ALLEGION PUBLIC LIMITED COMPANY,IE,Building Products,Building Products,AA,8.1,6.1,5.5,6.3
ALLEGION US HOLDING COMPANY INC,US,Building Products,Building Products,AA,8.1,6.1,5.5,6.3
"ALLEGRO MICROSYSTEMS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,BB,3,4.7,3.7,4.7
"ALLERGAN FINANCE, LLC",US,Pharmaceuticals,Pharmaceuticals,BBB,4.8,7.7,4.8,3.8
"ALLERGAN, INC",US,Pharmaceuticals,Pharmaceuticals,BBB,4.8,7.7,4.8,3.8
"ALLETE, INC",US,Utilities,Electric Utilities,A,7,6.6,4.5,6.6
ALLFIRST PREFERRED CAPITAL TRUST,US,Banks,Regional Banks,BB,3.2,1.5,3.5,4.4
ALLIANCE AVIATION SERVICES LIMITED,AU,Airlines,Airlines,A,6.1,0,6.3,4.7
ALLIANCE BANK MALAYSIA BERHAD,MY,Banks,Diversified Banks,A,6.7,2.3,3.5,5.6
ALLIANCE DATA SYSTEMS CORPORATION,US,Software & Services,Data Processing & Outsourced Services,BBB,5.7,10,3.3,5.9
ALLIANCE ISLAMIC BANK BERHAD,MY,Banks,Diversified Banks,A,6.7,2.3,3.5,5.6
ALLIANCE OIL COMPANY LTD,BM,"Oil & Gas Refining, Marketing, Transportation & Storage",,CCC,0,2.1,3.3,1.7
ALLIANCE PHARMA PLC,GB,Pharmaceuticals,Pharmaceuticals,A,6.9,2.4,5.3,5.8
"ALLIANCE RESOURCE OPERATING PARTNERS, LP",US,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,B,2.5,1.6,2.2,4.2
"ALLIANCE RESOURCE PARTNERS, LP",US,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,B,2.5,1.6,2.2,4.2
ALLIANCEBERNSTEIN LP,US,Asset Management & Custody Banks,Other Diversified Financial Services,BBB,5.3,5,4.7,5.6
ALLIANT ENERGY CORPORATION,US,Utilities,Electric Utilities,AA,7.9,7,8,6
"ALLIANT ENERGY FINANCE, LLC",US,Utilities,Electric Utilities,AA,7.9,7,8,6
"ALLIANT INSURANCE SERVICES, INC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,B,1.7,8.3,5.1,3.1
ALLIANZ BANQUE SA,FR,Multi-Line Insurance & Brokerage,Multi-line Insurance,AAA,9.8,9.8,7.8,4.5
ALLIANZ FINANCE CORPORATION,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,AAA,9.8,9.8,7.8,4.5
"ALLIED IRISH BANKS, PUBLIC LIMITED COMPANY",IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
"ALLIED WASTE INDUSTRIES, LLC",US,Commercial Services & Supplies,Environmental & Facilities Services,A,6.5,5.6,5.4,6.3
"ALLIED WORLD ASSURANCE COMPANY HOLDINGS I, LTD",BM,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0,3.5,2.9,5.3
"ALLISON TRANSMISSION HOLDINGS, INC",US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.2,3.4,5.6,5.3
"ALLISON TRANSMISSION, INC",US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.2,3.4,5.6,5.3
ALLKEM LIMITED,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,5.9,5.3,6,5.3
ALLO COMMUNICATIONS LLC,US,Consumer Finance,Consumer Finance,BB,3.3,6.7,3.4,4.1
"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC",US,Health Care Equipment & Supplies,Health Care Technology,A,5.8,8,5.5,5.7
ALLTEL CORPORATION,US,Telecommunication Services,Integrated Telecommunication Services,AA,7.3,10,5.6,6.1
ALLY BANK,US,Consumer Finance,Consumer Finance,A,6,8.7,4.3,6
ALLY FINANCIAL INC,US,Consumer Finance,Consumer Finance,A,6,8.7,4.3,6
ALM BRAND AS,DK,Property & Casualty Insurance,Property & Casualty Insurance,A,7,6.3,4.4,4.6
ALMARAI SUKUK LTD,KY,Food Products,Packaged Foods & Meats,BBB,4.9,2.6,6.7,3.7
ALMAVIVA - THE ITALIAN INNOVATION COMPANY SPA,IT,Software & Services,,B,1.9,5.3,3.6,1.8
ALME LOAN FUNDING III DESIGNATED ACTIVITY COMPANY,IE,Diversified Financials,Other Diversified Financial Services,B,1.5,10,5.7,3.1
"ALNYLAM PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,BBB,4.8,6,4.2,5.5
ALONY-HETZ PROPERTIES AND INVESTMENTS LTD,IL,Real Estate Management & Services,Real Estate Operating Companies,B,2.4,4.6,5.3,3.5
ALPARGATAS SA,BR,"Textiles, Apparel & Luxury Goods",Footwear,B,1.9,3,1.2,4.8
"ALPEK, SAB DE CV",MX,Commodity Chemicals,Commodity Chemicals,BB,3,3.4,4.7,3
"ALPHA APPALACHIA HOLDINGS, LLC",US,Steel,Steel,B,1.6,1.1,1.8,6.1
ALPHA BANK ROMANIA SA,RO,Banks,Diversified Banks,AA,7.5,7.3,4.6,5.3
ALPHA BANK SOCIETE ANONYME,GR,Banks,Diversified Banks,AA,7.5,7.3,4.6,5.3
ALPHA CREDIT GROUP PLC,GB,Banks,Diversified Banks,AA,7.5,7.3,4.6,5.3
ALPHA GROUP JERSEY LIMITED,JE,Banks,Diversified Banks,AA,7.5,7.3,4.6,5.3
"ALPHA METALLURGICAL RESOURCES, INC",US,Steel,Steel,B,1.6,1.1,1.8,6.1
ALPHA SERVICES AND HOLDINGS SA,GR,Banks,Diversified Banks,AA,7.5,7.3,4.6,5.3
ALPHA STAR HOLDING III LIMITED,KY,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.4,2.6,2.4
ALPHA STAR HOLDING V LIMITED,KY,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.4,2.6,2.4
ALPHABET INC,US,Interactive Media & Services,Interactive Media & Services,BBB,5.1,7.1,5.4,1.6
"ALPHATEC HOLDINGS, INC",US,Health Care Equipment & Supplies,Health Care Equipment,AA,7.6,6.2,6.8,5.7
ALPINE SECURITIZATION LTD,US,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,10,6.2,3.9
"ALPS ALPINE CO, LTD",JP,"Electronic Equipment, Instruments & Components",Electronic Components,A,6.5,2.8,5.6,4.5
ALPS CAPITAL II PUBLIC LIMITED COMPANY,IE,Multi-Line Insurance & Brokerage,Reinsurance,AAA,9.5,5.3,7.5,7.6
ALS LIMITED,AU,Professional Services,Research & Consulting Services,AA,8.2,10,6.9,6.6
ALSO Holding AG,CH,"Electronic Equipment, Instruments & Components",Technology Distributors,BB,4.2,2.9,2.4,6.4
ALSOL ENERGIAS RENOVAVEIS SA,BR,Utilities,Electric Utilities,A,5.8,7.3,5.9,4.1
ALSTOM SA,FR,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,AA,7.7,7.1,6,4.6
"ALTA WIND HOLDINGS, LLC",US,Utilities,Independent Power Producers & Energy Traders,A,7,7.4,3.9,5.3
ALTAIR ENGINEERING INC,US,Software & Services,Application Software,A,6,4.2,4.7,5.3
ALTAREA SCA,FR,Real Estate Management & Services,Residential REITs,A,5.8,7.3,4.7,5.3
ALTEN SA,FR,Software & Services,IT Consulting & Other Services,AA,7.9,6.4,4.6,6.6
ALTERA CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,AA,8.5,7.5,5.9,5.7
ALTERA INFRASTRUCTURE LP,BM,"Oil & Gas Refining, Marketing, Transportation & Storage",Industrial Conglomerates,BB,4.2,3.6,5.5,3.5
